Customer ID,Order Date,City,Product Category,Customer Segment,Gender,Sales Channel,Age,Units Sold,Unit Price,Discount %,Customer Rating,Is Active,Returned,Payment Method,Gross Sales,Discount Amount,Revenue,Cost,Profit
CUST00606,2025-11-29 0:00:00,Pune,Electronics,Regular,Male,Retail,52,11,28323.76,7.09,1.7,0,1,UPI,311561.36,22089.7,289471.66,231191.89,58279.77
CUST01431,2025-06-19 0:00:00,Pune,Sports,Premium,Female,Online,21,5,5208.61,30.71,3.7,0,0,Cash,26043.05,7997.82,18045.23,11358.41,6686.82
CUST00737,2025-09-27 0:00:00,Pune,Beauty,Premium,Male,Online,62,4,687.25,33.37,4.7,1,0,Cash,2749,917.34,1831.66,1519.63,312.03
CUST01663,2025-04-20 0:00:00,Bengaluru,Clothing,Regular,Male,Online,29,13,29280.28,12.91,1.9,1,0,Cash,380643.64,49141.09,331502.55,257484.89,74017.66
CUST01171,2025-11-22 0:00:00,Hyderabad,Electronics,Regular,Female,Online,62,10,21894.56,7.08,4.9,0,0,Credit Card,218945.6,15501.35,203444.25,106117.3,97326.95
CUST00387,2025-10-24 0:00:00,Hyderabad,Clothing,Regular,Other,Corporate,40,2,23192.96,3.43,3.2,0,0,Net Banking,46385.92,1591.04,44794.88,31372.82,13422.06
CUST00662,2025-09-05 0:00:00,Chennai,Beauty,Budget,Female,Retail,39,2,24567.15,7.77,4.9,1,0,UPI,49134.3,3817.74,45316.56,33632.19,11684.37
CUST00588,2025-06-19 0:00:00,Mumbai,Beauty,Budget,Female,Online,63,5,13461.33,37.79,3.9,1,0,Debit Card,67306.65,25435.18,41871.47,28760.16,13111.31
CUST01916,2025-01-11 0:00:00,Hyderabad,Clothing,Premium,Female,Retail,56,9,2428.56,11.31,4.2,1,0,Credit Card,21857.04,2472.03,19385.01,12400.62,6984.39
CUST00422,2025-04-25 0:00:00,Mumbai,Clothing,Budget,Female,Retail,50,11,8749.19,37.84,2,1,0,Credit Card,96241.09,36417.63,59823.46,46105.22,13718.24
CUST01463,2025-06-08 0:00:00,Bengaluru,Clothing,Budget,Male,Corporate,31,9,17206.45,22.71,1.7,1,0,UPI,154858.05,35168.26,119689.79,76040.41,43649.38
CUST00888,2025-02-11 0:00:00,Chennai,Clothing,Budget,Male,Corp,21,4,13353.4,0.25,2.8,1,0,Net Banking,53413.6,133.53,53280.07,44803.18,8476.89
CUST01256,2025-02-25 0:00:00,Hyderabad,Beauty,Premium,Male,Retail,26,12,11714.14,39.46,2.5,1,1,UPI,140569.68,55468.8,85100.88,60691.25,24409.63
CUST01844,2025-12-06 0:00:00,Hyderabad,Electronics,Premium,Female,Online,64,9,21019.99,37.05,5,1,0,Net Banking,189179.91,70091.16,119088.75,91818.66,27270.09
CUST00703,2025-02-17 0:00:00,Mumbai,Home & Kitchen,Budget,Male,Online,61,13,8781.58,,2.2,1,0,Credit Card,114160.54,1027.44,113133.1,80883.12,32249.98
CUST00071,2025-01-26 0:00:00,Hyderabad,,Budget,Male,Retail,63,2,25661.78,14.09,1.7,0,0,Debit Card,51323.56,7231.49,44092.07,30700.7,13391.37
CUST01983,2025-04-30 0:00:00,Hyderabad,Clothing,Regular,Male,Corporate,65,10,10875.7,23.35,3.2,0,0,Debit Card,108757,25394.76,83362.24,60034.94,23327.3
CUST00259,2025-05-30 0:00:00,Delhi,Sports,Regular,Male,Online,34,7,26256.66,16.97,2.9,1,0,Net Banking,183796.62,31190.29,152606.33,110556.01,42050.32
CUST01143,2025-12-11 0:00:00,Hyderabad,Electronics,Regular,Female,Online,47,3,8444.44,11.97,2.4,1,0,Credit Card,25333.32,3032.4,22300.92,11456.26,10844.66
CUST00898,2025-04-25 0:00:00,Delhi,Clothing,Premium,Male,Online,41,11,10995.47,27.08,2.9,0,0,UPI,120950.17,32753.31,88196.86,66823.91,21372.95
CUST01200,2025-07-28 0:00:00,Bengaluru,Electronics,Regular,Female,Online,67,4,19161.42,15.87,4.2,1,0,Net Banking,76645.68,12163.67,64482.01,50642.64,13839.37
CUST01682,2025-11-13 0:00:00,Delhi,Home & Kitchen,Premium,Male,Corporate,22,3,10k,22.39,3.1,1,0,Debit Card,89956.68,20141.3,69815.38,35219.41,34595.97
CUST00108,2025-12-27 0:00:00,Hyderabad,Electronics,Premium,Male,Online,31,6,25592.9,9.43,2,0,0,UPI,153557.4,14480.46,139076.94,102284.11,36792.83
CUST00092,invalid date,Pune,Home & Kitchen,Budget,Male,Online,23,14,3509.16,10.1,4,1,0,Credit Card,49128.24,4961.95,44166.29,22634.64,21531.65
CUST00919,2025-04-01 0:00:00,Bengaluru,Sports,Budget,Female,Online,44,6,12679.01,7.09,4.3,1,1,Cash,76074.06,5393.65,70680.41,38698.47,31981.94
CUST01046,2025-04-12 0:00:00,Hyderabad,Sports,Regular,Male,Online,23,9,29697.59,9.02,2.2,1,0,Debit Card,267278.31,24108.5,243169.81,197524.74,45645.07
CUST00625,2025-09-16 0:00:00,Bengaluru,Home & Kitchen,Regular,Male,Online,53,12,unknown,14.75,2.3,0,0,Credit Card,9705.6,1431.58,8274.02,4161.39,4112.63
CUST00261,2025-12-21 0:00:00,Bengaluru,Sports,Premium,Male,Online,31,13,22118.94,6.89,2.5,1,1,Cash,287546.22,19811.93,267734.29,152285.74,115448.55
CUST00889,2025-11-22 0:00:00,Delhi,Beauty,Regular,Female,Retail,47,4,20450.64,6.17,4.5,1,0,Net Banking,81802.56,5047.22,76755.34,41364.53,35390.81
CUST00597,2025-07-18 0:00:00,Bengaluru,Beauty,Budget,Male,Corporate,21,12,19033.8,8.9,1.3,0,0,Cash,228405.6,20328.1,208077.5,167108.4,40969.1
CUST00849,2025-09-04 0:00:00,Delhi,Home & Kitchen,Regular,Female,Retail,43,1,20202.57,35.99,3.5,1,0,Net Banking,20202.57,7270.9,12931.67,7721.18,5210.49
CUST00513,2025-08-02 0:00:00,Pune,Sports,Premium,Other,Retail,32,12,15709.35,35.87,4.5,1,1,Debit Card,188512.2,67619.33,120892.87,95488.04,25404.83
CUST00829,2025-01-28 0:00:00,Delhi,Beauty,Premium,Male,Corporate,63,13,18499.78,3.53,4.1,0,1,Debit Card,240497.14,8489.55,232007.59,171657.86,60349.73
CUST00308,2025-02-07 0:00:00,Chennai,Home & Kitchen,Regular,Male,Retail,27,9,20552.73,17.84,2.9,1,0,Net Banking,184974.57,32999.46,151975.11,121359.86,30615.25
CUST00873,2025-04-11 0:00:00,Chennai,Home & Kitchen,Regular,Male,Online,54,14,22831.03,9.9,3,1,0,Credit Card,319634.42,31643.81,287990.61,224006.5,63984.11
CUST00060,2025-06-04 0:00:00,Chennai,Home & Kitchen,Regular,Male,Online,50,14,15101.59,7.92,4.4,0,0,Debit Card,211422.26,16744.64,194677.62,150862.25,43815.37
CUST01848,2025-05-28 0:00:00,Delhi,Beauty,Premium,Male,Corporate,44,9,27859.55,7.78,2.3,1,0,UPI,250735.95,19507.26,231228.69,186737.79,44490.9
CUST00333,2025-04-24 0:00:00,Chennai,Clothing,Budget,Male,Online,24,11,1656.3,13.01,2.1,0,0,Net Banking,18219.3,2370.33,15848.97,13060.96,2788.01
CUST01760,2025-03-28 0:00:00,Hyderabad,Beauty,Regular,Female,Retail,27,12,16907.83,3.7,4.6,1,0,Net Banking,202893.96,7507.08,195386.88,110694.65,84692.23
CUST01871,2025-09-06 0:00:00,Mumbai,Home & Kitchen,Regular,Female,Online,38,7,11006.37,21.36,4.8,1,1,Net Banking,77044.59,16456.72,60587.87,37613.73,22974.14
CUST01213,2025-03-20 0:00:00,Chennai,Home & Kitchen,Budget,Male,Retail,23,13,18847.51,15.4,3.6,1,0,Net Banking,245017.63,37732.72,207284.91,160956.54,46328.37
CUST00807,invalid date,Bengaluru,Home & Kitchen,Budget,male,Corporate,56,9,17234.35,30,3.9,1,0,Net Banking,155109.15,46532.74,108576.41,70233.76,38342.65
CUST00832,2025-08-28 0:00:00,Bengaluru,Beauty,Regular,Female,Corporate,33,4,1338.38,28.49,2.7,1,0,Debit Card,5353.52,1525.22,3828.3,2452.43,1375.87
CUST01993,2025-02-07 0:00:00,Delhi,Electronics,Premium,Female,Retail,43,7,27315.32,4.82,2.1,1,0,UPI,191207.24,9216.19,181991.05,134455.09,47535.96
CUST00314,2025-02-07 0:00:00,Pune,Sports,Regular,Male,Online,68,11,2717.44,10.5,2.9,1,0,Net Banking,29891.84,3138.64,26753.2,21993.67,4759.53
CUST00229,2025-11-21 0:00:00,Hyderabad,Beauty,Regular,Male,Online,60,12,10044.3,30.98,4.5,1,0,Debit Card,120531.6,37340.69,83190.91,56159.87,27031.04
CUST00165,2025-01-19 0:00:00,Bengaluru,Clothing,Regular,Male,Retail,53,10,24656.28,12.89,2.3,1,0,Cash,246562.8,31781.94,214780.86,158762.02,56018.84
CUST01070,15/01/2025,Mumbai,Home & Kitchen,Regular,Female,Retail,22,12,23601.49,31.37,2.2,1,0,Cash,283217.88,88845.45,194372.43,108022.87,86349.56
CUST00592,2025-11-26 0:00:00,Bengaluru,Home & Kitchen,Premium,Male,Corporate,41,2,956.89,14.48,2.3,0,0,UPI,1913.78,277.12,1636.66,950.73,685.93
CUST00304,2025-01-15 0:00:00,Delhi,Clothing,Regular,Male,Retail,31,13,19034.67,16.59,4.7,1,0,Net Banking,247450.71,41052.07,206398.64,115437.5,90961.14
CUST01106,2025-06-09 0:00:00,Hyderabad,Sports,Regular,Female,Corporate,33,4,8631.87,17.23,1.8,1,0,Debit Card,34527.48,5949.08,28578.4,21539.49,7038.91
CUST01528,2025-09-26 0:00:00,Bengaluru,Home & Kitchen,Premium,Female,Online,36,2,16511.28,21.26,4,1,0,Cash,33022.56,7020.6,26001.96,13188.49,12813.47
CUST01699,2025-05-06 0:00:00,Delhi,Sports,Regular,Male,Corporate,38,11,5859.09,17.87,3.9,1,0,Debit Card,64449.99,11517.21,52932.78,36664.53,16268.25
CUST00641,2025-08-21 0:00:00,Bengaluru,Beauty,premium,Female,Corporate,34,2,28008.67,1.85,3.3,1,0,Credit Card,56017.34,1036.32,54981.02,38408.92,16572.1
CUST00490,2025-09-17 0:00:00,Bengaluru,Electronics,Budget,Female,Online,58,10,20289.79,33.04,3.1,1,0,Credit Card,202897.9,67037.47,135860.43,111795.05,24065.38
CUST01841,2025-08-06 0:00:00,Bengaluru,Sports,Regular,Male,Corporate,60,11,13589.92,21.28,2.7,1,0,,149489.12,31811.28,117677.84,75208.73,42469.11
CUST01149,2025-08-29 0:00:00,Hyderabad,Clothing,Premium,Other,Online,45Y,13,7470.24,38.29,4.6,0,0,Debit Card,97113.12,37184.61,59928.51,49487.13,10441.38
CUST00376,2025-07-31 0:00:00,Bengaluru,Sports,Regular,Female,Retail,48,11,9872.8,15.94,3.3,1,0,Debit Card,108600.8,17310.97,91289.83,47775.47,43514.36
CUST00366,2025-01-28 0:00:00,Bengaluru,Sports,Regular,Male,Retail,29,8,22004.43,35.94,4,1,0,Cash,176035.44,63267.14,112768.3,79357.52,33410.78
CUST00397,2025-07-24 0:00:00,Bengaluru,Sports,Regular,Male,Retail,,13,18726.54,30.14,1.4,1,0,Credit Card,243445.02,73374.33,170070.69,110836.14,59234.55
CUST01964,2025-04-24 0:00:00,Bengaluru,Sports,Regular,Other,Retail,50,4,2711.93,34.54,2.2,1,0,Credit Card,10847.72,3746.8,7100.92,4517.69,2583.23
CUST00081,2025-12-09 0:00:00,Mumbai,Electronics,Premium,Male,Corporate,57,14,17611.91,2.47,3,1,0,Credit Card,246566.74,6090.2,240476.54,197907.52,42569.02
CUST01686,2025-02-23 0:00:00,Bengaluru,Clothing,Premium,Male,Corporate,29,14,11422.95,4.37,3.7,1,0,Debit Card,159921.3,6988.56,152932.74,127492.47,25440.27
CUST00954,2025-10-21 0:00:00,Mumbai,Electronics,Budget,Male,Corporate,27,14,24508.03,37.13,2.7,1,0,Net Banking,343112.42,127397.64,215714.78,126485.49,89229.29
CUST00263,2025-04-14 0:00:00,Hyderabad,Beauty,premium,Female,Retail,59,4,8152.02,26.97,4.7,0,0,Debit Card,32608.08,8794.4,23813.68,14252.96,9560.72
CUST00587,2025-09-11 0:00:00,Mumbai,Sports,Regular,Male,Online,46,1,8190.57,9.61,3.6,1,0,Credit Card,8190.57,787.11,7403.46,4694.34,2709.12
CUST00953,2025-03-07 0:00:00,Pune,Electronics,Regular,Male,Retail,24,11,11700.74,31.87,3.2,0,0,UPI,128708.14,41019.28,87688.86,60354.24,27334.62
CUST00658,2025-01-28 0:00:00,Bengaluru,Electronics,Regular,Male,Online,64,7,29944.12,19.2,2.5,1,0,UPI,209608.84,40244.9,169363.94,90413,78950.94
CUST01650,2025-02-01 0:00:00,Delhi,Clothing,Regular,Female,retail,66,6,14768.45,29.05,4,1,0,UPI,88610.7,25741.41,62869.29,42700.12,20169.17
CUST00106,2025-01-17 0:00:00,Delhi,Electronics,Regular,Male,Online,43,1,8153.74,36.82,3.7,Active,0,Cash,8153.74,3002.21,5151.53,2799.35,2352.18
CUST00132,2025-09-08 0:00:00,Chennai,Sports,Regular,Other,Online,29,13,1100.18,32.27,4.4,1,0,Net Banking,14302.34,4615.37,9686.97,7843.28,1843.69
CUST01400,2025-08-29 0:00:00,Mumbai,Beauty,Regular,Female,Online,61,1,19288.32,32.11,3.5,0,1,UPI,19288.32,6193.48,13094.84,8591.5,4503.34
CUST00158,2025-04-08 0:00:00,Hyderabad,Beauty,Premium,Female,Corporate,68,9,26162.66,23.23,2.6,1,0,Credit Card,235463.94,54698.27,180765.67,114816.19,65949.48
CUST01396,2025-09-17 0:00:00,Bengaluru,Electronics,Regular,Male,Online,29,10,1350.18,37.32,2.1,0,0,Credit Card,13501.8,5038.87,8462.93,4439.66,4023.27
CUST01602,2025-03-22 0:00:00,Delhi,Electronics,Regular,Female,Corporate,24,1,17161.85,33.12,3.8,1,0,Net Banking,17161.85,5684,11477.85,5875.93,5601.92
CUST00341,2025-08-27 0:00:00,Delhi,Sports,Regular,Female,Corporate,67,3,24587.99,15.69,4.6,1,0,Credit Card,73763.97,11573.57,62190.4,39549,22641.4
CUST00201,2025-09-17 0:00:00,Delhi,Clothing,Regular,Female,Corporate,40,12,2041.36,10.04,3,1,0,Net Banking,24496.32,2459.43,22036.89,12686.15,9350.74
CUST00020,2025-12-01 0:00:00,Pune,Electronics,Regular,Other,Retail,22,7,13152.21,31.37,4.2,1,0,Cash,92065.47,28880.94,63184.53,53192.55,9991.98
CUST01765,2025-11-22 0:00:00,Pune,Clothing,Premium,Male,Retail,31,14,10130.93,3.65,4.1,1,0,Debit Card,141833.02,5176.91,136656.11,96197.73,40458.38
CUST01591,2025-07-06 0:00:00,Pune,Beauty,Budget,Male,Online,22,6,29525.63,17.95,4.4,1,0,Net Banking,177153.78,31799.1,145354.68,77763.76,67590.92
CUST01843,2025-03-29 0:00:00,Bengaluru,Electronics,Regular,Female,Retail,67,1,unknown,30.85,2.5,1,0,Debit Card,18546.21,5721.51,12824.7,7566.02,5258.68
CUST00908,2025-01-22 0:00:00,Delhi,Electronics,Premium,Male,Online,22,12,8647.35,120,3.5,1,0,Credit Card,103768.2,17194.39,86573.81,57490.94,29082.87
CUST01657,2025-05-04 0:00:00,Mumbai,Home & Kitchen,Budget,Male,Online,34,12,11475.1,7.82,1.8,1,0,Debit Card,137701.2,10768.23,126932.97,104534.75,22398.22
CUST01198,2025-12-19 0:00:00,Delhi,Sports,Regular,Female,Retail,42,8,3977.86,34.35,2.7,1,0,Debit Card,31822.88,10931.16,20891.72,15505.67,5386.05
CUST01005,2025-07-15 0:00:00,Chennai,Sports,Budget,Male,Online,28,12,8326.8,38.87,2.8,0,0,UPI,99921.6,38839.53,61082.07,35942.65,25139.42
CUST01329,2025-02-26 0:00:00,Bengaluru,Clothing,Regular,Female,Online,18,9,8655.11,15.62,4.8,0,0,Cash,77895.99,12167.35,65728.64,33287.28,32441.36
CUST00355,2025-06-08 0:00:00,Bengaluru,Sports,Regular,Female,Corporate,46,10,15321.6,25.32,5,1,0,Debit Card,153216,38794.29,114421.71,81055.77,33365.94
CUST00047,2025-04-17 0:00:00,Pune,Clothing,Regular,Female,Corporate,36,4,21295.07,5.64,4.2,1,0,Debit Card,85180.28,4804.17,80376.11,52796.83,27579.28
CUST00643,2025-09-16 0:00:00,Pune,Clothing,Premium,Female,Corporate,64,14,16113.76,28.01,3.1,0,0,Net Banking,225592.64,63188.5,162404.14,128182.7,34221.44
CUST01288,2025-03-28 0:00:00,Bengaluru,home & kitchen,Regular,Female,Retail,51,8,2687.09,20.6,2.2,0,0,UPI,21496.72,4428.32,17068.4,11689.22,5379.18
CUST01479,2025-08-29 0:00:00,Bengaluru,Clothing,Regular,Female,Corporate,30,9,8332.12,31.59,2.6,1,0,Debit Card,74989.08,23689.05,51300.03,38990.18,12309.85
CUST00537,2025-03-26 0:00:00,Pune,Sports,Budget,Male,Retail,31,13,27731.94,38.43,2.3,0,0,Debit Card,360515.22,138546,221969.22,169142.08,52827.14
CUST01394,2025-10-27 0:00:00,Bengaluru,Electronics,Budget,Female,Retail,48,9,21259.82,4.87,4.7,1,0,Cash,191338.38,9318.18,182020.2,95350.98,86669.22
CUST01293,2025-09-17 0:00:00,Delhi,Home & Kitchen,Premium,Female,Online,34,3,8948.82,26.49,1.2,1,0,Debit Card,26846.46,7111.63,19734.83,16661.5,3073.33
CUST01472,2025-10-10 0:00:00,Mumbai,Electronics,Premium,Male,Retail,49,4,26941.73,33.51,1.7,1,0,Net Banking,107766.92,36112.69,71654.23,42233.58,29420.65
CUST01495,2025-05-30 0:00:00,Delhi,ELECTRONICS,Premium,Male,Online,50,6,5793.07,29.22,4.9,1,0,Debit Card,34758.42,10156.41,24602.01,14684.74,9917.27
CUST00185,2025-11-22 0:00:00,Mumbai,Sports,Regular,Female,Online,28,7,18160.14,6.46,2.8,1,0,Cash,127120.98,8212.02,118908.96,89555.99,29352.97
CUST00567,2025-04-24 0:00:00,Bengaluru,Home & Kitchen,Regular,Female,Retail,39,4,27775.01,21,2.6,1,0,Cash,111100.04,23331.01,87769.03,68726.85,19042.18
CUST01064,2025-04-01 0:00:00,Mumbai,Beauty,Regular,Female,Corporate,43,6,22890.86,2.18,1.5,1,1,UPI,137345.16,2994.12,134351.04,114027.97,20323.07
CUST01884,2025-07-02 0:00:00,Bengaluru,Sports,Regular,Female,Retail,60,8,16939.68,20.04,1.8,0,1,Cash,135517.44,27157.69,108359.75,78193.14,30166.61
CUST00371,2025-09-13 0:00:00,Bengaluru,Clothing,Premium,Male,Online,21,2,unknown,36.71,4.7,1,0,UPI,24665.76,9054.8,15610.96,12328.54,3282.42
CUST00957,2025-06-25 0:00:00,Mumbai,Sports,Premium,Female,Online,61,14,8336.66,18.49,4.8,1,0,Net Banking,116713.24,21580.28,95132.96,76164.41,18968.55
CUST00806,2025-06-23 0:00:00,Chennai,Clothing,Premium,Female,Corporate,69,10,16958.15,12.97,4.7,0,1,Net Banking,169581.5,21994.72,147586.78,86655.51,60931.27
CUST01611,2025-04-10 0:00:00,Delhi,Sports,Regular,Female,Corporate,19,11,17853.71,38.04,1.6,1,0,UPI,196390.81,74707.06,121683.75,97624.89,24058.86
CUST01067,2025-01-31 0:00:00,Hyderabad,Beauty,Budget,Male,Corporate,59,5,29969.21,35.67,1.1,1,0,UPI,149846.05,53450.09,96395.96,72781.17,23614.79
CUST01008,2025-12-06 0:00:00,Mumbai,Clothing,Premium,Male,Online,48,7,10417.7,29.28,2,1,0,UPI,72923.9,21352.12,,36261.04,15310.74
CUST01300,2025-12-13 0:00:00,Pune,Clothing,Regular,Male,Online,67,11,28227.61,19.1,4.5,0,0,Credit Card,310503.71,59306.21,251197.5,139244.64,111952.86
CUST00267,2025-09-15 0:00:00,Hyderabad,Beauty,Premium,Female,Online,42,5,24003.53,38.75,3.6,1,0,Net Banking,120017.65,46506.84,73510.81,56626.96,16883.85
CUST00168,2025-03-04 0:00:00,Chennai,Sports,Premium,Female,Corporate,63,10,17604.03,,4.3,1,0,Net Banking,176040.3,58322.15,117718.15,94853.21,22864.94
CUST01832,2025-04-27 0:00:00,Delhi,Clothing,Premium,Female,Online,25,2,1476.75,15.76,2.1,1,0,Credit Card,2953.5,465.47,2488.03,1702.54,785.49
CUST00679,2025-08-30 0:00:00,Pune,Clothing,Premium,Female,Online,34,4,7805.76,21.23,4.5,1,0,UPI,31223.04,6628.65,24594.39,19085,5509.39
CUST00755,2025-03-24 0:00:00,Pune,Home & Kitchen,Budget,Male,Corporate,29,1,23895.39,12.71,4.4,1,0,Debit Card,23895.39,3037.1,20858.29,13097.06,7761.23
CUST00388,2025-01-21 0:00:00,Hyderabad,Beauty,Regular,Male,Online,46,10 pcs,27885.2,36.78,2.4,1,N,Credit Card,223081.6,82049.41,141032.19,73730.41,67301.78
CUST00373,2025-08-17 0:00:00,Chennai,Sports,Regular,Male,Retail,58,10,₹15000,,1.1,1,0,Net Banking,262262.5,81773.45,180489.05,105295.16,75193.89
CUST01467,2025-08-04 0:00:00,Delhi,Electronics,Budget,Male,Corporate,66,6,12513.27,18.68,1.5,1,0,Debit Card,75079.62,14024.87,61054.75,43865.68,17189.07
CUST01351,2025-04-27 0:00:00,Chennai,Electronics,Budget,Male,Corporate,63,1,17234.55,6.17,1.4,1,0,UPI,17234.55,1063.37,16171.18,12512.33,3658.85
CUST01488,2025-12-14 0:00:00,Chennai,Electronics,Premium,Male,Corporate,52,4,22506.58,17,2.8,1,0,Cash,90026.32,15304.47,,60174.74,14547.11
CUST01161,2025-05-11 0:00:00,Mumbai,Sports,Regular,female,Retail,50,12,9693.62,16.52,3.4,1,0,Debit Card,116323.44,19216.63,97106.81,78092.45,19014.36
CUST01866,2025-10-12 0:00:00,Pune,Home & Kitchen,Premium,Male,Online,69,6,26397.44,3.7,3.1,1,0,Cash,158384.64,5860.23,152524.41,127310.67,25213.74
CUST00039,2025-12-25 0:00:00,Bengaluru,Beauty,Budget,Male,Corporate,60,8,29560.02,36.6,1.7,0,0,Cash,236480.16,86551.74,149928.42,110690.66,39237.76
CUST00171,2025-04-03 0:00:00,Chennai,Sports,Regular,Male,Corporate,68,3,24606.6,35.72,3.3,0,0,Cash,73819.8,26368.43,47451.37,34547.28,12904.09
CUST00284,2025-05-14 0:00:00,Hyderabad,Sports,Regular,Female,online,67,12,18919.41,39.35,1.5,1,0,Cash,227032.92,89337.45,137695.47,114124.67,23570.8
CUST01247,2025-06-07 0:00:00,Hyderabad,Home & Kitchen,Budget,Other,Corporate,62,11,18672.37,39.92,3.4,0,0,Credit Card,205396.07,81994.11,123401.96,101622.58,21779.38
CUST01442,2025-05-22 0:00:00,Hyderabad,Clothing,Budget,Male,Retail,66,12,11053.41,39.57,1.8,1,0,Net Banking,132640.92,52486.01,80154.91,65352.61,14802.3
CUST00519,2025-09-14 0:00:00,Mumbai,Electronics,Regular,Female,Online,27,6,12190.6,27.77,4.1,1,0,Net Banking,73143.6,20311.98,52831.62,35777.75,17053.87
CUST01537,2025-06-04 0:00:00,Hyderabad,Beauty,Regular,Male,Retail,59,14,24527.04,10.58,1.4,1,0,Net Banking,343378.56,36329.45,307049.11,197464.36,109584.75
CUST01548,2025-11-18 0:00:00,Bengaluru,Clothing,Premium,Female,Online,24,12,20393.84,19.53,2.5,1,0,Cash,244726.08,47795,196931.08,113651.11,83279.97
CUST01299,2025-08-05 0:00:00,Bengaluru,Beauty,Regular,Other,Retail,68,12,1309.01,23.81,4.8,Inactive,0,Cash,15708.12,3740.1,11968.02,8809.92,3158.1
CUST00276,2025-02-09 0:00:00,Delhi,Home & Kitchen,Premium,Female,Corporate,55,11,24005.88,10.73,2.6,1,0,Debit Card,264064.68,28334.14,235730.54,184911.28,50819.26
CUST00798,2025-02-06 0:00:00,Pune,Sports,Regular,Male,Retail,25,13,3937.84,28.16,1.8,1,0,Credit Card,51191.92,14415.64,36776.28,22424.5,14351.78
CUST00051,2025-11-11 0:00:00,Bengaluru,Home & Kitchen,Budget,Female,Retail,25,3,3126.78,2.21,3,0,0,Debit Card,9380.34,207.31,9173.03,5441.14,3731.89
CUST00823,2025-03-08 0:00:00,Hyderabad,Electronics,Budget,Female,Retail,,12,17415.47,6.91,,1,0,Debit Card,208985.64,14440.91,194544.73,154188.31,40356.42
CUST00987,2025-10-28 0:00:00,Chennai,Beauty,Regular,Female,Online,48,2,28300.02,5.03,3.2,N,0,Debit Card,56600.04,2846.98,53753.06,38297.21,15455.85
CUST00507,2025-10-20 0:00:00,Chennai,Home & Kitchen,Budget,Female,Retail,19,2,2621.92,32.78,2.2,1,0,Cash,5243.84,1718.93,3524.91,1770.15,1754.76
CUST00920,2025-12-11 0:00:00,Hyderabad,Beauty,Regular,Male,Online,36,11,18183.74,23.4,4.4,0,0,Debit Card,200021.14,46804.95,153216.19,83707.67,69508.52
CUST01492,2025-01-12 0:00:00,Mumbai,Sports,Regular,Female,Corporate,57,11,18666.19,38.57,4.3,1,0,Credit Card,205328.09,79195.04,126133.05,101701.99,24431.06
CUST00757,2025-12-13 0:00:00,Bengaluru,Beauty,Regular,Male,Online,59,3,4615.54,7.87,4.8,0,1,Net Banking,13846.62,1089.73,12756.89,8417.56,4339.33
CUST00184,2025-04-11 0:00:00,Chennai,Clothing,Regular,Male,Corporate,66,4,7931.95,9.32,2,1,0,Credit Card,31727.8,2957.03,28770.77,15229.39,13541.38
CUST01450,2025-08-30 0:00:00,Delhi,Electronics,Premium,Female,Online,37,13,13054.97,5.87,4.8,1,0,Credit Card,169714.61,9962.25,159752.36,133670.53,26081.83
